"Symbol","Date","Open","High","Low","Close","Percent Change","Volume"
"NEPSE","2023-06-05","1922.13","1935.8","1899.54","1901.99","-0.91","1973491107.31"
"NEPSE","2023-06-04","1866.35","1925.11","1865.73","1919.37","2.84","1656340391.57"
"NEPSE","2023-06-01","1850.79","1877","1837.24","1866.34","0.89","1654648922.34"
"NEPSE","2023-05-31","1884.49","1893.84","1844.32","1849.79","-2.06","2315169571.94"
"NEPSE","2023-05-30","1944.03","1944.06","1884.91","1888.61","-2.74","2341777844.61"
"NEPSE","2023-05-28","1960.95","1977.57","1938.12","1941.74","-0.89","2639659499.7"
"NEPSE","2023-05-24","1943.81","1962.66","1928.16","1959.12","0.85","1873018024.09"
"NEPSE","2023-05-23","1891.37","1942.64","1891.37","1942.63","2.71","2200023945.87"
"NEPSE","2023-05-22","1883.45","1898.91","1866.08","1891.31","0.43","1278704726.38"
"NEPSE","2023-05-21","1878.68","1903.06","1874.4","1883.2","0.31","1600492731.53"
"NEPSE","2023-05-18","1846.69","1883.2","1844.5","1877.32","1.75","1474765388.21"
"NEPSE","2023-05-17","1821.54","1846.72","1821.02","1845.01","1.28","857624318.46"
"NEPSE","2023-05-16","1817.87","1827.77","1810.1","1821.6","0.18","640117260.52"
"NEPSE","2023-05-15","1821.81","1826.65","1807.53","1818.31","-0.18","724969980.4"
"NEPSE","2023-05-14","1840.82","1849.56","1818.08","1821.64","-0.92","900563856.25"
"NEPSE","2023-05-11","1840.05","1843.44","1831.2","1838.59","-0.18","578841593.52"
"NEPSE","2023-05-10","1845.64","1852.05","1835.61","1841.93","-0.13","589100077.12"
"NEPSE","2023-05-09","1831.64","1856.07","1828.99","1844.36","0.58","774760647.07"
"NEPSE","2023-05-08","1850.73","1854.21","1825.61","1833.69","-0.91","824217001.85"
"NEPSE","2023-05-07","1870.41","1872.22","1848.8","1850.61","-1.02","608135094.13"
"NEPSE","2023-05-04","1856.97","1875.26","1846.67","1869.73","0.69","732689811.89"
"NEPSE","2023-05-03","1866.6846","1868.35","1852.35","1857.23","-0.49","620266016.88"
"NEPSE","2023-05-02","1871.63","1878.96","1860.43","1866.4","-0.23","692271755.19"
"NEPSE","2023-04-30","1889.41","1890.34","1867.73","1870.65","-1.01","954322377.94"
"NEPSE","2023-04-27","1892.94","1895.17","1880.25","1889.73","-0.12","739650247.5"
"NEPSE","2023-04-26","1907.54","1913.28","1888.89","1892","-0.72","847028219.41"
"NEPSE","2023-04-25","1887.3","1905.73","1885.17","1905.68","0.92","885578270.76"
"NEPSE","2023-04-24","1885.77","1891.87","1875.14","1888.32","0.14","751330393.7"
